id_sesion,fecha,no_acta,periodo,punto_n,punto_numeral,punto_texto,pdf_url
2024-2027-72,2026-04-29,72,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la expedición de cuatro nuevas Licencias Comerciales, para la Venta y/o Consumo de Bebidas Alcohólicas, solicitadas con el Memorándum No. 175.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-72_opt.pdf
2024-2027-72,2026-04-29,72,2024-2027,12,XII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza el Cierre Fiscal de Obras 2025.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-72_opt.pdf
2024-2027-72,2026-04-29,72,2024-2027,13,XIII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza suscribir convenio de colaboración entre el Municipio de Colima y el Organismo Descentralizado Financiera para el Bienestar (FINABIEN).",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-72_opt.pdf
2024-2027-72,2026-04-29,72,2024-2027,14,XIV,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-72_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,3,III,Lectura y aprobación del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,4,IV,"Lectura y aprobación en su caso, de las Actas de Cabildo N° 68, 69 y 70.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,5,V,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza realizar las adecuaciones presupuestales solicitadas por la Tesorería Municipal, correspondientes al mes de marzo de 2026.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza remitir al H. Congreso del Estado de Colima, los resultados de la Cuenta Pública del mes de Marzo de 2026.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza inscribir con letras doradas en el Auditorio Gral. Manuel Álvarez, los nombres de mujeres y hombres ilustres.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba aceptar el avalúo realizado por el M.C. Arq. Fernando Olmedo Buenrostro, derivado del pago de cesión, de los predios identificados con clave catastral 02-99-90-043-328-000 y 02-99-92-039-003-000, ubicados al sur de la ciudad.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen autoriza la Incorporación Municipal Anticipada, de la Etapa Única del Fraccionamiento “CARSOL CHEVROLET COLIMA”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen autoriza la Incorporación Municipal Anticipada, de las Etapas 2 a la 7, del Fraccionamiento “LOMAS DE SAN GERMÁN II”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen que Aprueba el Estudio de impacto Territorial y urbano de los lotes Urbanos 02-04-66-024-005-000 y 02-04-66-024-006-000, del Fraccionamiento Granjas y Campestres Del Chanal.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,12,XII,"Punto de Acuerdo para declarar el “Patio Central de la Presidencia Municipal” como Recinto Oficial para la realización de la Sesión Extraordinaria de Cabildo, el día 29 de abril del presente año, a las 17:00 horas, en la que se llevará a cabo el CABILDO INFANTIL 2026.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,13,XIII,"Propuesta de nombramiento, aprobación y Toma de Protesta en su caso, al Mtro. Juan Ignacio Ávalos Orozco, como Juez Cívico del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,14,XIV,Asuntos Generales.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-71,2026-04-15,71,2024-2027,15,XV,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/06/acta-no-71_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,3,III,Lectura del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,4,IV,"Lectura y aprobación en su caso, de las Actas de Cabildo N° 68 y 69.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,5,V,"Lectura, discusión y aprobación, en su caso del Dictamen que autoriza celebrar Contratos de arrendamiento de los inmuebles utilizados como Biblioteca Pública Municipal “Marina Larios Arreola” y “Financiera para el Bienestar”, ambos ubicadas en Los Tepames; así como la finca identificada con el número 44, de la calle Manuel Álvarez, colonia Centro, Colima, donde se albergan oficinas municipales.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba el Programa de Trabajo Municipal de Salud Pública del Municipio de Colima, en el marco del Programa Federal de Municipios Promotores de Salud.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la celebración de Contratos de compensación por desgaste de uso de vehículo particular en favor de 11 trabajadores del H. Ayuntamiento de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza dar de Baja las licencias con los números B-000630, B-002784 y B-002664, para la venta de bebidas alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la expedición de Cuatro Licencias Comerciales, para la Venta y/o Consumo de Bebidas Alcohólicas, así como una solicitud de cambio de propietario.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la Municipalización de la Etapa Única del Fraccionamiento “LA CASTELLANA”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la Incorporación Municipal Anticipada, de la Etapa 4, del Fraccionamiento “PUERTA REAL”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,12,XII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la aprobación del Estudio de Impacto Territorial y Urbano del Lote Urbano con Clave Catastral 02-01-04-080-004-000, de la colonia “JARDINES DE LA CORREGIDORA”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,13,XIII,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba Instituir la Presea al Mérito Magisterial Profr. Gregorio Torres Quintero, y declarar el mes de mayo, como mes de las y los Maestros del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,14,XIV,"Presentación del calendario trimestral de Sesiones Ordinarias de Cabildo, correspondiente a los meses de abril a junio.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-70,2026-03-27,70,2024-2027,15,XV,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-70_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,3,III,Lectura del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,4,IV,"Lectura y aprobación en su caso, del Acta de Cabildo N° 68.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,5,V,"Lectura, discusión y aprobación, en su caso del Dictamen que autoriza realizar las adecuaciones presupuestales solicitadas por la Tesorería Municipal, correspondientes al mes de Febrero de 2026.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza remitir al H. Congreso del Estado de Colima, los resultados de la Cuenta Pública del mes de Febrero de 2026.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,7,VII,"Lectura, discusión y aprobación, en su caso del Dictamen que autoriza la Municipalización del Fraccionamiento “RESIDENCIAL SAN JAVIER”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza el Estudio de Impacto Territorial y Urbano para el Predio Rústico con Clave Catastral 02-99-93-101-172-000.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se aprueba el Reglamento para el Reconocimiento al Mérito Ciudadano del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-69,2026-03-14,69,2024-2027,10,X,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-69_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,3,III,Lectura y aprobación del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,4,IV,"Lectura y aprobación en su caso, de las Actas de Cabildo N° 67.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,5,V,"Lectura, discusión y aprobación, en su caso del Dictamen que autoriza declarar Recinto Ferial, diversos puntos de la ciudad de Colima, para la realización del festival SABORA FEST en su edición 2026, del 19 al 22 de marzo de 2026.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza dar de Baja Seis Licencias Comerciales.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la expedición de Ocho Licencias comerciales para establecimientos con venta y/o consumo de bebidas alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la Incorporación Municipal Anticipada, de la Etapa 2, del Fraccionamiento “SAN BERNARDO”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza el Programa Parcial de Urbanización del Fraccionamiento “SAVANNA HÁBITAT RESIDENCIAL”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba el Reglamento de la Dirección de Fomento Deportivo, del Uso, Funcionamiento y Administración de los Espacios Deportivos del Municipio de Colima; en consecuencia se abrogan los anteriores.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,11,XI,Asuntos Generales.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-68,2026-03-11,68,2024-2027,12,XII,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/05/acta-no-68_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,3,III,Lectura del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,4,IV,"Lectura y aprobación en su caso, del Acta de Cabildo N° 66.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,5,V,"Lectura, discusión y aprobación, en su caso del Dictamen que autoriza el comodato de 22 bienes inmuebles a favor del Dif Municipal Colima, así como del Estacionamiento del Auditorio Miguel de la Madrid Hurtado, para su posible subarrendamiento.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza suscribir Convenio de Colaboración entre el Municipio de Colima y el Centro de Recuperación y Rehabilitación para Enfermos de Alcoholismo y Drogadicción Michoacán A.C.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la expedición de una licencia comercial para establecimiento con venta y/o consumo de bebidas alcohólicas y una de cambio de propietario.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba el Estudio de Impacto Territorial y Urbano del predio con clave catastral 02-04-66-023-019-000.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba el Programa Parcial de Urbanización “RIVERAS DEL VOLCÁN”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la Incorporación Municipal Anticipada de las Etapas 1, 2, 6, 7 y 8 del Fraccionamiento Primavera Hills.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba la suscripción de Convenio de Colaboración entre el Municipio de Colima y la empresa Bebiendo, S.A. de C.V.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,12,XII,"Aprobación o reprobación de la Minuta con proyecto de Decreto por el que se reforman y adicionan diversas disposiciones de la Constitución Política del Estado Libre y Soberano de Colima, en Materia de Igualdad Sustantiva.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-67,2026-03-06,67,2024-2027,13,XIII,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-67_opt.pdf
2024-2027-66,2026-02-14,66,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-66_opt.pdf
2024-2027-66,2026-02-14,66,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-66_opt.pdf
2024-2027-66,2026-02-14,66,2024-2027,3,III,Lectura del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-66_opt.pdf
2024-2027-66,2026-02-14,66,2024-2027,4,IV,"Lectura y aprobación, en su caso, del Acta de Cabildo N° 65.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-66_opt.pdf
2024-2027-66,2026-02-14,66,2024-2027,5,V,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza realizar las adecuaciones presupuestales solicitadas por la Tesorería Municipal, correspondientes al mes de Enero de 2026.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/04/acta-no-66_opt.pdf
